"NAME_OF_BOOK"|"CHAPTER_NUMBER"|"VERSE_NUMBER"|"TEXT_OF_VERSE"
"Joshua"|"019"|"051"|"These are the inheritances which Eleazar the priest, and Joshua the son of Nun, and the heads of the fathers of the tribes of the children of Israel, divided for an inheritance by lot in Shiloh before the LORD, at the door of the tabernacle of the congregation. So they made an end of dividing the country."
"Joshua"|"020"|"001"|"The LORD also spoke to Joshua, saying,"
"Joshua"|"020"|"002"|"Speak to the children of Israel, saying, Appoint for you cities of refuge, of which I spoke to you by the hand of Moses:"
"Joshua"|"020"|"003"|"That the slayer that killeth any person unawares and ignorantly, may flee thither: and they shall be your refuge from the avenger of blood."
"Joshua"|"020"|"004"|"And when he that doth flee to one of those cities shall stand at the entering of the gate of the city, and shall declare his cause in the ears of the elders of that city, they shall take him into the city to them, and give him a place, that he may dwell among them."
"Joshua"|"020"|"005"|"And if the avenger of blood shall pursue him, then they shall not deliver the slayer into his hand; because he smote his neighbor ignorantly, and had not hated him before."
"Joshua"|"020"|"006"|"And he shall dwell in that city, until he shall stand before the congregation for judgment, and until the death of the high-priest that shall be in those days: then shall the slayer return, and come to his own city, and to his own house, to the city from whence he fled."
"Joshua"|"020"|"007"|"And they appointed Kedesh in Galilee in mount Naphtali, and Shechem in mount Ephraim, and Kirjath-arba, (which is Hebron) in the mountain of Judah."
"Joshua"|"020"|"008"|"And on the other side of Jordan by Jericho eastward, they assigned Bezer in the wilderness upon the plain out of the tribe of Reuben, and Ramoth in Gilead out of the tribe of Gad, and Golan in Bashan out of the tribe of Manasseh."
"Joshua"|"020"|"009"|"These were the cities appointed for all the children of Israel, and for the stranger sojourning among them, that whoever should kill any person unawares might flee thither, and not die by the hand of the avenger of blood, until he stood before the congregation."
"Joshua"|"021"|"001"|"Then came near the heads of the fathers of the Levites to Eleazar the priest, and to Joshua the son of Nun, and to the heads of the fathers of the tribes of the children of Israel;"
"Joshua"|"021"|"002"|"And they spoke to them at Shiloh in the land of Canaan, saying, the LORD commanded by the hand of Moses to give us cities to dwell in, with their suburbs for our cattle."
"Joshua"|"021"|"003"|"And the children of Israel gave to the Levites out of their inheritance, at the commandment of the LORD, these cities and their suburbs."
"Joshua"|"021"|"004"|"And the lot came out for the families of the Kohathites: and the children of Aaron the priest, who were of the Levites, had by lot out of the tribe of Judah, and out of the tribe of Simeon, and out of the tribe of Benjamin, thirteen cities."
"Joshua"|"021"|"005"|"And the rest of the children of Kohath had by lot out of the families of the tribe of Ephraim, and out of the tribe of Dan, and out of the half-tribe of Manasseh, ten cities."
"Joshua"|"021"|"006"|"And the children of Gershon had by lot out of the families of the tribe of Issachar, and out of the tribe of Asher, and out of the tribe of Naphtali, and out of the half-tribe of Manasseh in Bashan, thirteen cities."
"Joshua"|"021"|"007"|"The children of Merari by their families had out of the tribe of Reuben, and out of the tribe of Gad, and out of the tribe of Zebulun, twelve cities."
"Joshua"|"021"|"008"|"And the children of Israel gave by lot to the Levites these cities with their suburbs, as the LORD commanded by the hand of Moses."
"Joshua"|"021"|"009"|"And they gave out of the tribe of the children of Judah, and out of the tribe of the children of Simeon, these cities which are here mentioned by name,"
"Joshua"|"021"|"010"|"Which the children of Aaron, being of the families of the Kohathites, who were of the children of Levi, had: for theirs was the first lot."
"Joshua"|"021"|"011"|"And they gave them the city of Arba the father of Anak (which city is Hebron) in the hill-country of Judah, with its suburbs round it."
"Joshua"|"021"|"012"|"But the fields of the city, and its villages, they gave to Caleb the son of Jephunneh for his possession."
"Joshua"|"021"|"013"|"Thus they gave to the children of Aaron the priest, Hebron with its suburbs, to be a city of refuge for the slayer; and Libnah with its suburbs,"
"Joshua"|"021"|"014"|"And Jattir with its suburbs, and Eshtemoa with its suburbs,"
"Joshua"|"021"|"015"|"And Holon with its suburbs, and Debir with its suburbs,"
"Joshua"|"021"|"016"|"And Ain with its suburbs, and Juttah with its suburbs, and Beth-shemesh with its suburbs; nine cities out of those two tribes."
"Joshua"|"021"|"017"|"And out of the tribe of Benjamin, Gibeon with its suburbs, Geba with its suburbs,"
"Joshua"|"021"|"018"|"Anathoth with its suburbs, and Almon with its suburbs; four cities."
"Joshua"|"021"|"019"|"All the cities of the children of Aaron, the priests, were thirteen cities with their suburbs."
"Joshua"|"021"|"020"|"And the families of the children of Kohath, the Levites who remained of the children of Kohath, even they had the cities of their lot out of the tribe of Ephraim."
"Joshua"|"021"|"021"|"For they gave them Shechem with its suburbs in mount Ephraim, to be a city of refuge for the slayer; and Gezer with its suburbs,"
"Joshua"|"021"|"022"|"And Kibzaim with its suburbs, and Beth-horon with its suburbs; four cities."
"Joshua"|"021"|"023"|"And out of the tribe of Dan, Eltekeh with its suburbs, Gibbethon with its suburbs,"
"Joshua"|"021"|"024"|"Ajalon with its suburbs, Gath-rimmon with its suburbs; four cities."
"Joshua"|"021"|"025"|"And out of the half-tribe of Manasseh, Taanach with its suburbs, and Gath-rimmon with its suburbs; two cities."
"Joshua"|"021"|"026"|"All the cities were ten with their suburbs, for the families of the children of Kohath that remained."
"Joshua"|"021"|"027"|"And to the children of Gershon, of the families of the Levites, out of the other half-tribe of Manasseh they gave Golan in Bashan with its suburbs, to be a city of refuge for the slayer, and Beesh-terah with its suburbs; two cities."
"Joshua"|"021"|"028"|"And out of the tribe of Issachar, Kishon with its suburbs, Dabareh with its suburbs,"
"Joshua"|"021"|"029"|"Jarmuth with its suburbs, En-gannim with its suburbs; four cities."
"Joshua"|"021"|"030"|"And out of the tribe of Asher, Mishal with its suburbs, Abdon with its suburbs,"
"Joshua"|"021"|"031"|"Helkath with its suburbs, and Rehob with its suburbs; four cities."
"Joshua"|"021"|"032"|"And out of the tribe of Naphtali, Kedesh in Galilee with its suburbs, to be a city of refuge for the slayer; and Hammoth-dor with its suburbs, and Kartan with its suburbs; three cities."
"Joshua"|"021"|"033"|"All the cities of the Gershonites, according to their families, were thirteen cities with their suburbs."
"Joshua"|"021"|"034"|"And to the families of the children of Merari, the rest of the Levites, out of the tribe of Zebulun, Jokneam with its suburbs, and Kartah with its suburbs,"
"Joshua"|"021"|"035"|"Dimnah with its suburbs, Nahalal with its suburbs; four cities."
"Joshua"|"021"|"036"|"And out of the tribe of Reuben, Bezer with its suburbs, and Jahazah with its suburbs,"
"Joshua"|"021"|"037"|"Kedemoth with its suburbs, and Mephaath with its suburbs; four cities."
"Joshua"|"021"|"038"|"And out of the tribe of Gad, Ramoth in Gilead with its suburbs to be a city of refuge for the slayer; and Mahanaim with its suburbs,"
"Joshua"|"021"|"039"|"Heshbon with its suburbs, Jazer with its suburbs; four cities in all."
"Joshua"|"021"|"040"|"So all the cities for the children of Merari by their families, which were remaining of the families of the Levites, were by their lot twelve cities."
"Joshua"|"021"|"041"|"All the cities of the Levites within the possession of the children of Israel were forty and eight cities with their suburbs."
"Joshua"|"021"|"042"|"These cities were every one with their suburbs around them. Thus were all these cities."
"Joshua"|"021"|"043"|"And the LORD gave to Israel all the land which he swore to give to their fathers: and they possessed it, and dwelt in it."
"Joshua"|"021"|"044"|"And the LORD gave them rest on all sides, according to all that he swore to their fathers: and there stood not a man of all their enemies before them; the LORD delivered all their enemies into their hand."
"Joshua"|"021"|"045"|"There failed not aught of any good thing which the LORD had spoken to the house of Israel; all came to pass."
"Joshua"|"022"|"001"|"Then Joshua called the Reubenites, and the Gadites, and the half-tribe of Manasseh,"
"Joshua"|"022"|"002"|"And said to them, Ye have kept all that Moses the servant of the LORD commanded you, and have obeyed my voice in all that I commanded you:"
"Joshua"|"022"|"003"|"Ye have not left your brethren these many days to this day, but have kept the charge of the commandment of the LORD your God."
"Joshua"|"022"|"004"|"And now the LORD your God hath given rest to your brethren, as he promised them: therefore now return ye, and go to your tents, and to the land of your possession, which Moses the servant of the LORD gave you on the other side of Jordan."
"Joshua"|"022"|"005"|"But take diligent heed to perform the commandment and the law, which Moses the servant of the LORD charged you, to love the LORD your God, and to walk in all his ways, and to keep his commandments, and to cleave to him, and to serve him with all your heart, and with all your soul."
"Joshua"|"022"|"006"|"So Joshua blessed them and sent them away; and they went to their tents."
"Joshua"|"022"|"007"|"Now to the one half of the tribe of Manasseh Moses had given possession in Bashan: but to the other half of it gave Joshua among their brethren on this side of Jordan westward. And when Joshua sent them away also to their tents, then he blessed them,"
"Joshua"|"022"|"008"|"And he spoke to them, saying, Return with much riches to your tents, and with very many cattle, with silver, and with gold, and with brass, and with iron, and with very much raiment: divide the spoil of your enemies with your brethren."
"Joshua"|"022"|"009"|"And the children of Reuben, and the children of Gad, and the half-tribe of Manasseh returned, and departed from the children of Israel out of Shiloh, which is in the land of Canaan, to go to the country of Gilead, to the land of their possession, of which they were possessed, according to the word of the LORD by the hand of Moses."
"Joshua"|"022"|"010"|"And when they came to the borders of Jordan, that are in the land of Canaan, the children of Reuben, and the children of Gad, and the half-tribe of Manasseh built there an altar by Jordan, a great altar to the sight."
"Joshua"|"022"|"011"|"And the children of Israel heard it said, Behold, the children of Reuben, and the children of Gad, and the half-tribe of Manasseh, have built an altar over against the land of Canaan, in the borders of Jordan, at the passage of the children of Israel."
"Joshua"|"022"|"012"|"And when the children of Israel heard of it, the whole congregation of the children of Israel assembled at Shiloh, to go up to war against them."
"Joshua"|"022"|"013"|"And the children of Israel sent to the children of Reuben, and to the children of Gad, and to the half-tribe of Manasseh into the land of Gilead, Phinehas the son of Eleazar the priest,"
"Joshua"|"022"|"014"|"And with him ten princes, of each chief house a prince throughout all the tribes of Israel; and each one was a head of the house of their fathers among the thousands of Israel."
"Joshua"|"022"|"015"|"And they came to the children of Reuben, and to the children of Gad, and to the half-tribe of Manasseh, to the land of Gilead, and they spoke with them, saying,"
